,index,total,discharge_count,expire_count,discharge_pp,expired_pp
501,clotted graft,23,23.0,0.0,1.0,0.0
502,acute cholangitis,23,23.0,0.0,1.0,0.0
503,s/p fall ,23,23.0,0.0,1.0,0.0
504,right foot pain,22,22.0,0.0,1.0,0.0
505,abd  pain,22,22.0,0.0,1.0,0.0
506,penile pain,22,22.0,0.0,1.0,0.0
507,r breast pain,22,22.0,0.0,1.0,0.0
508,pelvic fx,22,22.0,0.0,1.0,0.0
509,s/p cp,22,22.0,0.0,1.0,0.0
510,r hip fx,22,22.0,0.0,1.0,0.0
511,r hand numbness,22,22.0,0.0,1.0,0.0
512,substance misuse/intoxication,22,22.0,0.0,1.0,0.0
513,right sided weakness,21,21.0,0.0,1.0,0.0
514,overdose ingestion,21,21.0,0.0,1.0,0.0
515,lower abd pain,21,21.0,0.0,1.0,0.0
516,l foot ulcer,21,21.0,0.0,1.0,0.0
517,r ankle swelling,21,21.0,0.0,1.0,0.0
518,hiccups,21,21.0,0.0,1.0,0.0
519,l testicular pain,21,21.0,0.0,1.0,0.0
520,periumbilical pain,21,21.0,0.0,1.0,0.0
521,l pulseless foot,21,21.0,0.0,1.0,0.0
522,change in ms,21,21.0,0.0,1.0,0.0
523,r facial swelling,21,21.0,0.0,1.0,0.0
524,s/p unwitnessed fall,21,21.0,0.0,1.0,0.0
525,right hip fx,21,21.0,0.0,1.0,0.0
526,l finger injury,21,21.0,0.0,1.0,0.0
527,post op,21,21.0,0.0,1.0,0.0
528,confused,20,20.0,0.0,1.0,0.0
529,left sided weakness,20,20.0,0.0,1.0,0.0
530,elevated trop,20,20.0,0.0,1.0,0.0
531,ms change,20,20.0,0.0,1.0,0.0
532,arf,20,20.0,0.0,1.0,0.0
533,new afib,20,20.0,0.0,1.0,0.0
534,etoh withdrawal,20,20.0,0.0,1.0,0.0
535,for admit,20,20.0,0.0,1.0,0.0
536,nephrostomy tube eval,20,20.0,0.0,1.0,0.0
537,s.i,20,20.0,0.0,1.0,0.0
538,palps,20,20.0,0.0,1.0,0.0
539,l hand laceration,20,20.0,0.0,1.0,0.0
540,abd cramping,20,20.0,0.0,1.0,0.0
541,c1 fracture,19,19.0,0.0,1.0,0.0
542,not feeling well,19,19.0,0.0,1.0,0.0
543,requesting detox,19,19.0,0.0,1.0,0.0
544,extremity weakness/symptoms of cva,19,19.0,0.0,1.0,0.0
545,lle pain,19,19.0,0.0,1.0,0.0
546,nausea vomiting,19,19.0,0.0,1.0,0.0
547,aortic dissection,19,18.0,1.0,0.9473684210526315,0.05263157894736842
548,left arm pain,19,19.0,0.0,1.0,0.0
549,le swelling,19,19.0,0.0,1.0,0.0
550,r neck pain,19,19.0,0.0,1.0,0.0
551,liver failure,19,19.0,0.0,1.0,0.0
552,elevated creatinine,19,19.0,0.0,1.0,0.0
553,wound infection,19,19.0,0.0,1.0,0.0
554,abd distention,19,19.0,0.0,1.0,0.0
555,l foot injury,19,19.0,0.0,1.0,0.0
556,l humerus fracture,19,19.0,0.0,1.0,0.0
557,l sided weakness,18,18.0,0.0,1.0,0.0
558,hand swelling,18,18.0,0.0,1.0,0.0
559,vaginal discharge,18,18.0,0.0,1.0,0.0
560,l toe pain,18,17.0,1.0,0.9444444444444444,0.05555555555555555
561,word finding difficulty,18,18.0,0.0,1.0,0.0
562,black stools,18,18.0,0.0,1.0,0.0
563,tylenol od,18,18.0,0.0,1.0,0.0
564,vomitting,18,18.0,0.0,1.0,0.0
565,upper gi bleed,18,18.0,0.0,1.0,0.0
566,groin pain,18,18.0,0.0,1.0,0.0
567,n&v,18,18.0,0.0,1.0,0.0
568,l arm fracture,18,18.0,0.0,1.0,0.0
569,"n,v,d",18,18.0,0.0,1.0,0.0
570,l arm redness,17,17.0,0.0,1.0,0.0
571,r sided weakness,17,17.0,0.0,1.0,0.0
572,r arm redness,17,17.0,0.0,1.0,0.0
573,foley insertion,17,17.0,0.0,1.0,0.0
574,diahrrea,17,17.0,0.0,1.0,0.0
575,rapid afib,17,17.0,0.0,1.0,0.0
576,le weakness,17,17.0,0.0,1.0,0.0
577,migraine,17,17.0,0.0,1.0,0.0
578,r foot infection,17,17.0,0.0,1.0,0.0
579,l hip fx,17,17.0,0.0,1.0,0.0
580,b knee pain,17,16.0,1.0,0.9411764705882353,0.058823529411764705
581,multiple falls,17,17.0,0.0,1.0,0.0
582,sob/cp,17,17.0,0.0,1.0,0.0
583,l foot numbness,17,17.0,0.0,1.0,0.0
584,feels unwell,17,17.0,0.0,1.0,0.0
585,r eye swelling,17,17.0,0.0,1.0,0.0
586,abd pain n/v,17,17.0,0.0,1.0,0.0
587,+si,17,17.0,0.0,1.0,0.0
588,asthma,17,17.0,0.0,1.0,0.0
589,rci,17,17.0,0.0,1.0,0.0
590,increased confusion,16,16.0,0.0,1.0,0.0
591,l hip injury,16,16.0,0.0,1.0,0.0
592,fecal incontinence,16,16.0,0.0,1.0,0.0
593,pain control,16,16.0,0.0,1.0,0.0
594,syncopal,16,15.0,1.0,0.9375,0.0625
595,l lower back pain,16,16.0,0.0,1.0,0.0
596,l ankle swelling,16,16.0,0.0,1.0,0.0
597,anxiety/situational crisis,16,16.0,0.0,1.0,0.0
598,s/p syncope,16,16.0,0.0,1.0,0.0
599,rlq abd pain,16,16.0,0.0,1.0,0.0
600,r thigh pain,16,16.0,0.0,1.0,0.0
601,black stool,16,16.0,0.0,1.0,0.0
602,r eye eval,16,16.0,0.0,1.0,0.0
603,arm swelling,16,16.0,0.0,1.0,0.0
604,l eye swelling,16,16.0,0.0,1.0,0.0
605,bicyclist struck,16,16.0,0.0,1.0,0.0
606,contractions,16,16.0,0.0,1.0,0.0
607,falls,16,16.0,0.0,1.0,0.0
608,rle pain,16,16.0,0.0,1.0,0.0
609,r foot redness,16,16.0,0.0,1.0,0.0
610,facial cellulitis,16,16.0,0.0,1.0,0.0
611,left arm weakness,16,16.0,0.0,1.0,0.0
612,heart block,16,16.0,0.0,1.0,0.0
613,l elbow fracture,15,15.0,0.0,1.0,0.0
614,gum bleeding,15,15.0,0.0,1.0,0.0
615,b leg numbness,15,15.0,0.0,1.0,0.0
616,r back pain,15,15.0,0.0,1.0,0.0
617,r abd pain,15,15.0,0.0,1.0,0.0
618,hypoglycemi,15,15.0,0.0,1.0,0.0
619,? seizure,15,15.0,0.0,1.0,0.0
620,post op fever,15,15.0,0.0,1.0,0.0
621,calf pain,15,15.0,0.0,1.0,0.0
622,depression/si,15,15.0,0.0,1.0,0.0
623,syncopal episode,15,15.0,0.0,1.0,0.0
624,lle swelling,15,15.0,0.0,1.0,0.0
625,l wrist laceration,15,15.0,0.0,1.0,0.0
626,crush injury,15,15.0,0.0,1.0,0.0
627,left facial droop,15,15.0,0.0,1.0,0.0
628,rle swelling,15,15.0,0.0,1.0,0.0
629,influenza,15,15.0,0.0,1.0,0.0
630,r hip injury,15,15.0,0.0,1.0,0.0
631,bike accident,15,15.0,0.0,1.0,0.0
632,gen weakness,15,15.0,0.0,1.0,0.0
633,status epilepticus,15,15.0,0.0,1.0,0.0
634,r/o infection,15,15.0,0.0,1.0,0.0
635,low sats,15,15.0,0.0,1.0,0.0
636,hand numbness,15,15.0,0.0,1.0,0.0
637,r rib fracture,15,15.0,0.0,1.0,0.0
638,r thumb pain,14,14.0,0.0,1.0,0.0
639,arm weakness,14,14.0,0.0,1.0,0.0
640,abd pain/vomiting,14,14.0,0.0,1.0,0.0
641,abnl mri,14,14.0,0.0,1.0,0.0
642,cp ,14,14.0,0.0,1.0,0.0
643,sob ,14,14.0,0.0,1.0,0.0
644,r toe pain,14,14.0,0.0,1.0,0.0
645,r pulseless foot,14,14.0,0.0,1.0,0.0
646,n,14,14.0,0.0,1.0,0.0
647,left shoulder pain,14,14.0,0.0,1.0,0.0
648,bleeding,14,14.0,0.0,1.0,0.0
649,sickle cell,14,14.0,0.0,1.0,0.0
650,appy,14,14.0,0.0,1.0,0.0
651,mandible fx,14,14.0,0.0,1.0,0.0
652,tib/fib fx,14,14.0,0.0,1.0,0.0
653,fever/cough,14,14.0,0.0,1.0,0.0
654,left hip fx,14,14.0,0.0,1.0,0.0
655,sternal fracture,14,14.0,0.0,1.0,0.0
656,hypercalcemia,14,14.0,0.0,1.0,0.0
657,r elbow fracture,14,14.0,0.0,1.0,0.0
658,r facial pain,14,14.0,0.0,1.0,0.0
659,cough/sob,14,14.0,0.0,1.0,0.0
660,delusions,14,14.0,0.0,1.0,0.0
661,chest pains,13,13.0,0.0,1.0,0.0
662,left knee pain,13,13.0,0.0,1.0,0.0
663,le edema,13,13.0,0.0,1.0,0.0
664,blood in stool,13,13.0,0.0,1.0,0.0
665,hallucinations/delusions,13,13.0,0.0,1.0,0.0
666,visual disturbance,13,13.0,0.0,1.0,0.0
667,ruq abd pain,13,13.0,0.0,1.0,0.0
668,hip injury,13,13.0,0.0,1.0,0.0
669,sinus pain,13,13.0,0.0,1.0,0.0
670,splenic laceration,13,13.0,0.0,1.0,0.0
671,foot infection,13,13.0,0.0,1.0,0.0
672,code cord,13,13.0,0.0,1.0,0.0
673,new mass,13,13.0,0.0,1.0,0.0
674,cough/fever,13,13.0,0.0,1.0,0.0
675,l foot infection,13,13.0,0.0,1.0,0.0
676,abcess,13,13.0,0.0,1.0,0.0
677,manic,13,13.0,0.0,1.0,0.0
678,mechanical fall,13,13.0,0.0,1.0,0.0
679,leg redness,13,13.0,0.0,1.0,0.0
680,retroperitoneal bleed,13,13.0,0.0,1.0,0.0
681,n/v/abd pain,13,13.0,0.0,1.0,0.0
682,sscp,13,13.0,0.0,1.0,0.0
683,for ercp,13,13.0,0.0,1.0,0.0
684,head pain,13,13.0,0.0,1.0,0.0
685,r groin pain,13,13.0,0.0,1.0,0.0
686,r femur fx,13,13.0,0.0,1.0,0.0
687,r/o pe,12,12.0,0.0,1.0,0.0
688,r/o dvt,12,12.0,0.0,1.0,0.0
689,ecchymosis,12,12.0,0.0,1.0,0.0
690,finger infection,12,12.0,0.0,1.0,0.0
691,l femur fx,12,12.0,0.0,1.0,0.0
692,high inr,12,12.0,0.0,1.0,0.0
693,ble edema,12,12.0,0.0,1.0,0.0
694,r arm cellulitis,12,12.0,0.0,1.0,0.0
695,r sided abd pain,12,12.0,0.0,1.0,0.0
696,scrotal swelling,12,12.0,0.0,1.0,0.0
697,pulmonary embolism,12,12.0,0.0,1.0,0.0
698,coccyx pain,12,12.0,0.0,1.0,0.0
699,bilat leg pain,12,12.0,0.0,1.0,0.0
700,fever on chemo,12,12.0,0.0,1.0,0.0
701,lgib,12,12.0,0.0,1.0,0.0
702,cold foot,12,12.0,0.0,1.0,0.0
703,blurry vision,12,12.0,0.0,1.0,0.0
704,difficulty speaking,12,12.0,0.0,1.0,0.0
705,elevated lft's,12,12.0,0.0,1.0,0.0
706,? cva,12,12.0,0.0,1.0,0.0
707,b arm pain,12,12.0,0.0,1.0,0.0
708,r foot ulcer,12,12.0,0.0,1.0,0.0
709,left leg redness,12,12.0,0.0,1.0,0.0
710,si/sa,12,12.0,0.0,1.0,0.0
711,abnl ct,12,12.0,0.0,1.0,0.0
712,incontinence,12,12.0,0.0,1.0,0.0
713,insect bite,12,12.0,0.0,1.0,0.0
714,ms,12,12.0,0.0,1.0,0.0
715,congestion,12,12.0,0.0,1.0,0.0
716,facial fracture,12,12.0,0.0,1.0,0.0
717,si/od,12,12.0,0.0,1.0,0.0
718,agitated,12,12.0,0.0,1.0,0.0
719,resolved,12,12.0,0.0,1.0,0.0
720,rle cellulitis,12,12.0,0.0,1.0,0.0
721,trach eval,12,12.0,0.0,1.0,0.0
722,r/o stemi,12,12.0,0.0,1.0,0.0
723,aortic aneurysm,12,12.0,0.0,1.0,0.0
724,leg injury,12,12.0,0.0,1.0,0.0
725,r leg dvt,12,12.0,0.0,1.0,0.0
726,si/hi,12,12.0,0.0,1.0,0.0
727,resp arrest,12,12.0,0.0,1.0,0.0
728,abnormal stress,12,12.0,0.0,1.0,0.0
729,ercp,12,12.0,0.0,1.0,0.0
730,l arm laceration,11,11.0,0.0,1.0,0.0
731,endocarditis,11,11.0,0.0,1.0,0.0
732,dyspnea ,11,11.0,0.0,1.0,0.0
733,neck swelling/pain,11,11.0,0.0,1.0,0.0
734,gu eval,11,11.0,0.0,1.0,0.0
735,left leg weakness,11,11.0,0.0,1.0,0.0
736,fever/abd pain,11,11.0,0.0,1.0,0.0
737,mental status change,11,11.0,0.0,1.0,0.0
738,bilateral leg pain,11,11.0,0.0,1.0,0.0
739,l neck pain,11,11.0,0.0,1.0,0.0
740,+dvt,11,11.0,0.0,1.0,0.0
741,b hand pain,11,11.0,0.0,1.0,0.0
742,sw,11,11.0,0.0,1.0,0.0
743,l facial pain,11,11.0,0.0,1.0,0.0
744,fever/sob,11,11.0,0.0,1.0,0.0
745,ankle pain,11,11.0,0.0,1.0,0.0
746,lvad,11,11.0,0.0,1.0,0.0
747,abd pain/fever,11,11.0,0.0,1.0,0.0
748,+blood cultures,11,11.0,0.0,1.0,0.0
749,right groin pain,11,11.0,0.0,1.0,0.0
750,dark stool,11,11.0,0.0,1.0,0.0
751,right arm pain,11,11.0,0.0,1.0,0.0
752,dissection,11,11.0,0.0,1.0,0.0
753,mci,11,11.0,0.0,1.0,0.0
754,r jaw pain,11,11.0,0.0,1.0,0.0
755,leg laceration,11,11.0,0.0,1.0,0.0
756,priapism,11,11.0,0.0,1.0,0.0
757,hernia,11,11.0,0.0,1.0,0.0
758,hand infection,11,11.0,0.0,1.0,0.0
759,right foot infection,11,11.0,0.0,1.0,0.0
760,foreign body,11,11.0,0.0,1.0,0.0
761,r testicular pain,11,11.0,0.0,1.0,0.0
762,feeling unwell,11,11.0,0.0,1.0,0.0
763,drain eval,11,11.0,0.0,1.0,0.0
764,intubated ich,11,11.0,0.0,1.0,0.0
765,rectal bleed,11,11.0,0.0,1.0,0.0
766,r finger injury,11,11.0,0.0,1.0,0.0
767,psych evaluation,11,11.0,0.0,1.0,0.0
768,combative,11,11.0,0.0,1.0,0.0
769,paranoid,11,11.0,0.0,1.0,0.0
770,upper abd pain,11,11.0,0.0,1.0,0.0
771,l thigh pain,11,11.0,0.0,1.0,0.0
772,depressed,11,11.0,0.0,1.0,0.0
773,mult c/o's,11,11.0,0.0,1.0,0.0
774,ms flare,11,11.0,0.0,1.0,0.0
775,peritonsillar abscess,10,10.0,0.0,1.0,0.0
776,postoperative complications,10,10.0,0.0,1.0,0.0
777,lap,10,10.0,0.0,1.0,0.0
778,pre-syncope,10,10.0,0.0,1.0,0.0
779,+ blood cultures,10,10.0,0.0,1.0,0.0
780,shaking,10,10.0,0.0,1.0,0.0
781,garbled speech,10,10.0,0.0,1.0,0.0
782,r finger pain,10,10.0,0.0,1.0,0.0
783,post op bleeding,10,10.0,0.0,1.0,0.0
784,ankle fx,10,10.0,0.0,1.0,0.0
785,post op pain,10,10.0,0.0,1.0,0.0
786,pulmonary emboli,10,10.0,0.0,1.0,0.0
787,b leg redness,10,10.0,0.0,1.0,0.0
788,pancreatic mass,10,10.0,0.0,1.0,0.0
789,left groin pain,10,10.0,0.0,1.0,0.0
790,aneurysm,10,10.0,0.0,1.0,0.0
791,r humerus fracture,10,10.0,0.0,1.0,0.0
792,r hand weakness,10,10.0,0.0,1.0,0.0
793,hearing voices,10,10.0,0.0,1.0,0.0
794,fall ,10,10.0,0.0,1.0,0.0
795,aggressive behavior,10,10.0,0.0,1.0,0.0
796,short of breath,10,10.0,0.0,1.0,0.0
797,rehab placement,10,10.0,0.0,1.0,0.0
798,r hand laceration,10,10.0,0.0,1.0,0.0
799,pelvic fracture,10,10.0,0.0,1.0,0.0
800,s/p tpa,10,10.0,0.0,1.0,0.0
801,l finger pain,10,10.0,0.0,1.0,0.0
802,resp failure,10,10.0,0.0,1.0,0.0
803,hives,10,10.0,0.0,1.0,0.0
804,l rib fracture,10,10.0,0.0,1.0,0.0
805,chest discomfort,10,10.0,0.0,1.0,0.0
806,fluid overload,10,10.0,0.0,1.0,0.0
807,general malaise,10,10.0,0.0,1.0,0.0
808,loc,10,10.0,0.0,1.0,0.0
809,neuro,10,10.0,0.0,1.0,0.0
810,heart racing,10,10.0,0.0,1.0,0.0
811,hematoma,10,10.0,0.0,1.0,0.0
812,lightheadedness,10,10.0,0.0,1.0,0.0
813,chest pain ,10,10.0,0.0,1.0,0.0
814,eating disorder,10,10.0,0.0,1.0,0.0
815,epidural abcess,10,10.0,0.0,1.0,0.0
816,aicd firing,10,10.0,0.0,1.0,0.0
817,ingestion,10,10.0,0.0,1.0,0.0
818,portal vein thrombosis,10,10.0,0.0,1.0,0.0
819,new brain mass,10,10.0,0.0,1.0,0.0
820,bacteremia,10,10.0,0.0,1.0,0.0
821,l hand weakness,10,10.0,0.0,1.0,0.0
822,vaginal bleed,10,10.0,0.0,1.0,0.0
823,lle cellulitis,10,10.0,0.0,1.0,0.0
824,aggitated,10,10.0,0.0,1.0,0.0
825,l foot redness,10,10.0,0.0,1.0,0.0
826,self inflicted injury,10,10.0,0.0,1.0,0.0
827,finger laceration,10,10.0,0.0,1.0,0.0
828,low platelets,10,10.0,0.0,1.0,0.0
829,double vision,10,10.0,0.0,1.0,0.0
830,hemetemesis,10,10.0,0.0,1.0,0.0
831,rp bleed,9,9.0,0.0,1.0,0.0
832,humerus fracture,9,9.0,0.0,1.0,0.0
833,gait disturbance/ataxia,9,9.0,0.0,1.0,0.0
834,hot and low,9,9.0,0.0,1.0,0.0
835,genitourinary pain,9,9.0,0.0,1.0,0.0
836,left foot pain,9,9.0,0.0,1.0,0.0
837,fever/chemo,9,9.0,0.0,1.0,0.0
838,multiple c/o,9,9.0,0.0,1.0,0.0
839,s/p chest pain,9,9.0,0.0,1.0,0.0
840,stridor,9,9.0,0.0,1.0,0.0
841,hanging,9,8.0,1.0,0.8888888888888888,0.1111111111111111
842,diaphoresis,9,9.0,0.0,1.0,0.0
843,leg infection,9,9.0,0.0,1.0,0.0
844,pysch eval,9,9.0,0.0,1.0,0.0
845,myalgias,9,9.0,0.0,1.0,0.0
846,abd,9,9.0,0.0,1.0,0.0
847,right leg swelling,9,9.0,0.0,1.0,0.0
848,complete heart block,9,9.0,0.0,1.0,0.0
849,raf,9,9.0,0.0,1.0,0.0
850,epidural abscess,9,9.0,0.0,1.0,0.0
851,low abd pain,9,9.0,0.0,1.0,0.0
852,skin erythema,9,9.0,0.0,1.0,0.0
853,chest heaviness,9,9.0,0.0,1.0,0.0
854,r pleural effusion,9,9.0,0.0,1.0,0.0
855,right foot ulcer,9,9.0,0.0,1.0,0.0
856,herpes zoster,9,9.0,0.0,1.0,0.0
857,vomiting/diarrhea,9,9.0,0.0,1.0,0.0
858,evaluation,9,9.0,0.0,1.0,0.0
859,eye eval,9,9.0,0.0,1.0,0.0
860,luq pain,9,9.0,0.0,1.0,0.0
861,allergic rxn,9,9.0,0.0,1.0,0.0
862,testicular swelling,9,9.0,0.0,1.0,0.0
863,colitis,9,9.0,0.0,1.0,0.0
864,copd exacerbation,9,9.0,0.0,1.0,0.0
865,passed out,9,9.0,0.0,1.0,0.0
866,urinary urgency,9,9.0,0.0,1.0,0.0
867,+ trop,9,9.0,0.0,1.0,0.0
868,?seizure,9,9.0,0.0,1.0,0.0
869,smoke inhalation,9,9.0,0.0,1.0,0.0
870,needs mri,9,9.0,0.0,1.0,0.0
871,l thumb injury,9,9.0,0.0,1.0,0.0
872,intubated head bleed,9,9.0,0.0,1.0,0.0
873,vomitting blood,9,9.0,0.0,1.0,0.0
874,?sbo,9,9.0,0.0,1.0,0.0
875,low sat,9,9.0,0.0,1.0,0.0
876,bloody stools,9,9.0,0.0,1.0,0.0
877,lung mass,9,9.0,0.0,1.0,0.0
878,frequent falls,9,9.0,0.0,1.0,0.0
879,sob/fever,9,9.0,0.0,1.0,0.0
880,aspiration,9,9.0,0.0,1.0,0.0
881,leg edema,9,9.0,0.0,1.0,0.0
882,s/p hanging,9,9.0,0.0,1.0,0.0
883,abnl ekg,9,9.0,0.0,1.0,0.0
884,hemothorax,9,9.0,0.0,1.0,0.0
885,l back pain,9,9.0,0.0,1.0,0.0
886,r arm fracture,9,9.0,0.0,1.0,0.0
887,pneumomediastinum,9,9.0,0.0,1.0,0.0
888,needs dialysis,8,8.0,0.0,1.0,0.0
889,abd cramps,8,8.0,0.0,1.0,0.0
890,foot ulcer,8,8.0,0.0,1.0,0.0
891,mandibular fx,8,8.0,0.0,1.0,0.0
892,osteomyelitis,8,8.0,0.0,1.0,0.0
893,abnormal head ct,8,8.0,0.0,1.0,0.0
894,weakness/sob,8,8.0,0.0,1.0,0.0
895,trauma transfer,8,8.0,0.0,1.0,0.0
896,saddle pe,8,8.0,0.0,1.0,0.0
897,pacer eval,8,8.0,0.0,1.0,0.0
898,left leg cellulitis,8,8.0,0.0,1.0,0.0
899,wrist pain,8,8.0,0.0,1.0,0.0
900,si/depression,8,8.0,0.0,1.0,0.0
901,r/o gib,8,8.0,0.0,1.0,0.0
902,speech difficulty,8,8.0,0.0,1.0,0.0
903,vascular eval,8,8.0,0.0,1.0,0.0
904,nausea and vomiting,8,8.0,0.0,1.0,0.0
905,bilateral leg swelling,8,8.0,0.0,1.0,0.0
906,splenic lac,8,8.0,0.0,1.0,0.0
907,memory loss,8,8.0,0.0,1.0,0.0
908,t,8,8.0,0.0,1.0,0.0
909,b lower back pain,8,8.0,0.0,1.0,0.0
910,polyuria,8,8.0,0.0,1.0,0.0
911,s.i.,8,8.0,0.0,1.0,0.0
912,fb,8,8.0,0.0,1.0,0.0
913,knee injury,8,8.0,0.0,1.0,0.0
914,left hand swelling,8,8.0,0.0,1.0,0.0
915,r shoulder dislocation,8,8.0,0.0,1.0,0.0
916,l heel pain,8,8.0,0.0,1.0,0.0
917,ng tube eval,8,8.0,0.0,1.0,0.0
918,elevated blood sugar,8,8.0,0.0,1.0,0.0
919,abnml labs,8,8.0,0.0,1.0,0.0
920,v tach,8,8.0,0.0,1.0,0.0
921,rectal bleeding ,8,8.0,0.0,1.0,0.0
922,left ankle injury,8,8.0,0.0,1.0,0.0
923,right arm weakness,8,8.0,0.0,1.0,0.0
924,lumps,8,8.0,0.0,1.0,0.0
925,left arm numbness,8,8.0,0.0,1.0,0.0
926,abnormal us,8,8.0,0.0,1.0,0.0
927,pneumo,8,8.0,0.0,1.0,0.0
928,pancytopenia,8,8.0,0.0,1.0,0.0
929,body swelling,8,8.0,0.0,1.0,0.0
930,left eye pain,8,8.0,0.0,1.0,0.0
931,?cva,8,8.0,0.0,1.0,0.0
932,r thumb injury,8,8.0,0.0,1.0,0.0
933,back pain ,8,8.0,0.0,1.0,0.0
934,mi,8,8.0,0.0,1.0,0.0
935,ectopic pregnancy,8,8.0,0.0,1.0,0.0
936,l headache,8,8.0,0.0,1.0,0.0
937,bloody stool,8,8.0,0.0,1.0,0.0
938,elbow fracture,8,8.0,0.0,1.0,0.0
939,right shoulder pain,8,8.0,0.0,1.0,0.0
940,arm laceration,8,8.0,0.0,1.0,0.0
941,subtherapeutic inr,8,8.0,0.0,1.0,0.0
942,low potassium,8,8.0,0.0,1.0,0.0
943,etoh withdrawl,8,8.0,0.0,1.0,0.0
944,weakness ,8,8.0,0.0,1.0,0.0
945,s/p hypotension,8,8.0,0.0,1.0,0.0
946,abnormal lab,8,8.0,0.0,1.0,0.0
947,right lower quadrant pain,8,8.0,0.0,1.0,0.0
948,eval,8,8.0,0.0,1.0,0.0
949,left foot infection,8,8.0,0.0,1.0,0.0
950,septic,8,7.0,1.0,0.875,0.125
951,chest pain resolved,8,8.0,0.0,1.0,0.0
952,suicidal ideation,8,8.0,0.0,1.0,0.0
953,abd pain/diarrhea,8,8.0,0.0,1.0,0.0
954,psyche eval,8,8.0,0.0,1.0,0.0
955,cbd stone,8,8.0,0.0,1.0,0.0
956,nvd,8,8.0,0.0,1.0,0.0
957,bpr,8,8.0,0.0,1.0,0.0
958,elbow pain,8,8.0,0.0,1.0,0.0
959,abnl ct scan,8,8.0,0.0,1.0,0.0
960,subdural hematoma,8,8.0,0.0,1.0,0.0
961,left leg infection,8,8.0,0.0,1.0,0.0
962,calluses,7,7.0,0.0,1.0,0.0
963,l tibia fracture,7,7.0,0.0,1.0,0.0
964,hydrocephalus,7,7.0,0.0,1.0,0.0
965,y,7,7.0,0.0,1.0,0.0
966,lower extremity weakness,7,7.0,0.0,1.0,0.0
967,dyspnea/cp,7,7.0,0.0,1.0,0.0
968,req detox,7,7.0,0.0,1.0,0.0
969,throat swelling,7,7.0,0.0,1.0,0.0
970,s/p colonoscopy,7,7.0,0.0,1.0,0.0
971,abnormal cxr,7,7.0,0.0,1.0,0.0
972,r/o sbo,7,7.0,0.0,1.0,0.0
973,hand laceration,7,7.0,0.0,1.0,0.0
974,dysarthria,7,7.0,0.0,1.0,0.0
975,uc flare,7,7.0,0.0,1.0,0.0
976,abd pain/constipation,7,7.0,0.0,1.0,0.0
977,volvulus,7,7.0,0.0,1.0,0.0
978,hypoxic,7,7.0,0.0,1.0,0.0
979,spine eval,7,7.0,0.0,1.0,0.0
980,admission,7,7.0,0.0,1.0,0.0
981,wrist injury,7,7.0,0.0,1.0,0.0
982,lip laceration,7,7.0,0.0,1.0,0.0
983,poor po intake,7,7.0,0.0,1.0,0.0
984,r/o mi,7,7.0,0.0,1.0,0.0
985,si ,7,7.0,0.0,1.0,0.0
986,bumps,7,7.0,0.0,1.0,0.0
987,-,7,7.0,0.0,1.0,0.0
988,fall from standing,7,7.0,0.0,1.0,0.0
989,aggitation,7,7.0,0.0,1.0,0.0
990,fall from horse,7,7.0,0.0,1.0,0.0
991,toe infection,7,7.0,0.0,1.0,0.0
992,n/v ,7,7.0,0.0,1.0,0.0
993,r/o pneumonia,7,7.0,0.0,1.0,0.0
994,left ankle pain,7,7.0,0.0,1.0,0.0
995,hypoglycemic,7,6.0,1.0,0.8571428571428571,0.14285714285714285
996,left arm swelling,7,7.0,0.0,1.0,0.0
997,worsening confusion,7,7.0,0.0,1.0,0.0
998,lle redness,7,7.0,0.0,1.0,0.0
999,cirrhosis,7,7.0,0.0,1.0,0.0
1000,fever/neutropenia,7,7.0,0.0,1.0,0.0
1001,catheter eval,7,7.0,0.0,1.0,0.0
1002,hypocalcemia,7,7.0,0.0,1.0,0.0
1003,unable to swallow,7,7.0,0.0,1.0,0.0
1004,llq abd pain,7,7.0,0.0,1.0,0.0
1005,sycope,7,7.0,0.0,1.0,0.0
1006,hip dislocation,7,7.0,0.0,1.0,0.0
1007,generalized,7,7.0,0.0,1.0,0.0
1008,left wrist fx,7,7.0,0.0,1.0,0.0
1009,b arm swelling,7,7.0,0.0,1.0,0.0
1010,dizzy/lightheaded,7,7.0,0.0,1.0,0.0
1011,elevated lfts,7,7.0,0.0,1.0,0.0
1012,?tia,7,7.0,0.0,1.0,0.0
1013,left hip fracture,7,7.0,0.0,1.0,0.0
1014,orthostatic hypotension,7,7.0,0.0,1.0,0.0
1015,mass,7,7.0,0.0,1.0,0.0
1016,mult complaints,7,7.0,0.0,1.0,0.0
1017,s/p syncopal episode,7,7.0,0.0,1.0,0.0
1018,lower extremity edema,7,7.0,0.0,1.0,0.0
1019,mid abd pain,7,7.0,0.0,1.0,0.0
1020,needs neuro eval,7,7.0,0.0,1.0,0.0
1021,b pedal edema,7,7.0,0.0,1.0,0.0
1022,blocked fistula,7,7.0,0.0,1.0,0.0
1023,wt loss,7,7.0,0.0,1.0,0.0
1024,abd pain/distention,7,7.0,0.0,1.0,0.0
1025,unresponsive episode,7,7.0,0.0,1.0,0.0
1026,pallor/anemia,7,7.0,0.0,1.0,0.0
1027,delta ms,7,7.0,0.0,1.0,0.0
1028,withdrawal,7,7.0,0.0,1.0,0.0
1029,oral bleeding,7,7.0,0.0,1.0,0.0
